Organism Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Salmonella enterica subsp. enterica	strain: FORC58	90371	ASM303183v1	GCF_003031835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4698556	4698556	2018-04-03	4537	PRJNA380989	SAMN06660623
Salmonella enterica subsp. enterica	strain: PIR00537	143221	ASM303185v1	GCF_003031855.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4840810	4840810	2018-04-03	4670	PRJNA420913	SAMN08125530
Salmonella enterica subsp. enterica	strain: ATCC 10722	143221	ASM303187v1	GCF_003031875.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4774550	4774550	2018-04-03	4599	PRJNA420913	SAMN08125528
Salmonella enterica subsp. enterica	strain: ATCC BAA-708	149539	ASM303199v1	GCF_003031995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4678516	4737847	2018-04-03	4621	PRJNA420913	SAMN08125532
Salmonella enterica subsp. enterica	strain: PIR00538	90371	ASM303201v1	GCF_003032015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4870262	4964094	2018-04-03	4846	PRJNA420913	SAMN08125531
Salmonella enterica subsp. enterica	strain: PIR00532	149539	ASM303203v1	GCF_003032035.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4685973	4775444	2018-04-03	4672	PRJNA420913	SAMN08125525
Salmonella enterica subsp. enterica	strain: HFCDC-SM-846	600	ASM305278v2	GCF_003052785.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4754975	4907915	2018-05-14	4797	PRJNA449415	SAMN08903186
Salmonella enterica subsp. enterica	strain: CDC 2009K-0792	1454609	ASM305453v1	GCF_003054535.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4597370	4597370	2018-04-17	4462	PRJNA236679	SAMN02716886
Salmonella enterica subsp. enterica	strain: CFSAN058620	59201	ASM306416v2	GCF_003064165.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5049049	5186229	2021-07-20	5126	PRJNA308180	SAMN08823084
Salmonella enterica subsp. enterica	strain: CFSAN058606	59201	ASM306436v2	GCF_003064365.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4896516	4896516	2021-07-20	4784	PRJNA308180	SAMN08822910
Salmonella enterica subsp. enterica	strain: CFSAN058605	59201	ASM306440v2	GCF_003064405.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5070267	5233451	2021-07-20	5194	PRJNA308180	SAMN08824419
Salmonella enterica subsp. enterica	strain: CFSAN058565	59201	ASM306744v2	GCF_003067445.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4846369	4914097	2021-07-20	4825	PRJNA308180	SAMN08886740
Salmonella enterica subsp. enterica	strain: CFSAN058598	59201	ASM306776v2	GCF_003067765.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4803137	4924024	2021-07-20	4904	PRJNA308180	SAMN08823296
Salmonella enterica subsp. enterica	strain: CFSAN058591	59201	ASM306792v2	GCF_003067925.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4875120	5037636	2021-07-20	4935	PRJNA308180	SAMN08824062
Salmonella enterica subsp. enterica	strain: CFSAN058588	59201	ASM306798v2	GCF_003067985.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4666651	4752462	2021-07-20	4629	PRJNA308180	SAMN08823090
Salmonella enterica subsp. enterica	strain: CFSAN058545	59201	ASM306802v2	GCF_003068025.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4728023	4987279	2021-07-20	4872	PRJNA308180	SAMN08822719
Salmonella enterica subsp. enterica	strain: CFSAN058540	59201	ASM306814v2	GCF_003068145.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5212792	5212792	2021-07-20	5003	PRJNA308180	SAMN08822980
Salmonella enterica subsp. enterica	strain: CDC 2010K-0257	1454613	ASM307148v1	GCF_003071485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4694308	4814175	2018-04-25	4694	PRJNA236683	SAMN02716890
Salmonella enterica subsp. enterica	strain: 361154004	749965	ASM307349v1	GCF_003073495.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4794849	5114779	2018-04-30	4933	PRJNA186035	SAMN01816110
Salmonella enterica subsp. enterica	strain: CFSAN051295	1160769	ASM307351v1	GCF_003073515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4914635	4914635	2018-04-30	4789	PRJNA186035	SAMN05181543
Salmonella enterica subsp. enterica	strain: CFSAN047866	28150	ASM307353v1	GCF_003073535.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4807052	4807052	2018-04-30	4631	PRJNA186035	SAMN04549535
Salmonella enterica subsp. enterica	strain: CFSAN045763	28150	ASM307355v1	GCF_003073555.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4766139	4766139	2018-04-30	4579	PRJNA186035	SAMN04451263
Salmonella enterica subsp. enterica	strain: 531954	745022	ASM307357v1	GCF_003073575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4694397	4694397	2018-04-30	4549	PRJNA186035	SAMN00710627
Salmonella enterica subsp. enterica	strain: CFSAN045764	115981	ASM307359v1	GCF_003073595.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4694399	4694399	2018-04-30	4550	PRJNA186035	SAMN04451264
Salmonella enterica subsp. enterica	strain: CFSAN051296	115981	ASM313060v1	GCF_003130605.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4694373	4694373	2018-05-17	4551	PRJNA186035	SAMN05181544
Salmonella enterica subsp. enterica	strain: DA34821	90371	ASM317723v1	GCF_003177235.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4900176	4900176	2018-05-31	4746	PRJNA472712	SAMN09245755
Salmonella enterica subsp. enterica	strain: DA34837	90371	ASM317725v1	GCF_003177255.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5070296	5070296	2018-05-31	4992	PRJNA472712	SAMN09245760
Salmonella enterica subsp. enterica	strain: DA34827	90371	ASM318107v1	GCF_003181075.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4933577	5027611	2018-05-31	4946	PRJNA472712	SAMN09245756
Salmonella enterica subsp. enterica	strain: DA34833	90371	ASM318115v1	GCF_003181155.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4933522	5027523	2018-05-31	4945	PRJNA472712	SAMN09245758
Salmonella enterica subsp. enterica	strain: RM4283	149539	ASM318432v1	GCF_003184325.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4668881	4785531	2018-06-04	4675	PRJNA443261	SAMN08768800
Salmonella enterica subsp. enterica	strain: RM2968	998822	ASM318442v1	GCF_003184425.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4668875	4792035	2018-06-04	4679	PRJNA64401	SAMN08768763
Salmonella enterica subsp. enterica	strain: R16.0676	58712	ASM323109v1	GCF_003231095.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4674190	4798390	2018-06-15	4664	PRJNA474787	SAMN09373897
Salmonella enterica subsp. enterica	strain: LC0541/17	1151001	ASM329614v1	GCF_003296145.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	4679033	4769591	2018-07-09	4821	PRJNA476509	SAMN09464427
Salmonella enterica subsp. enterica	strain: 2017K-0021	149539	ASM331256v1	GCF_003312565.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4685707	4778382	2018-07-11	4669	PRJNA230403	SAMN09534371
Salmonella enterica subsp. enterica	strain: SA20113174	149387	ASM332483v1	GCF_003324835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4724618	4831790	2018-07-17	4767	PRJNA354244	SAMN09237640
Salmonella enterica subsp. enterica	strain: SA20064858	149387	ASM332485v1	GCF_003324855.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4677648	4801854	2018-07-17	4688	PRJNA354244	SAMN09237639
Salmonella enterica subsp. enterica	strain: SA20141895	28142	ASM332487v1	GCF_003324875.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4725468	4793198	2018-07-17	4637	PRJNA354244	SAMN09237638
Salmonella enterica subsp. enterica	strain: SA20120345	117541	ASM332533v1	GCF_003325335.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4755436	4855771	2018-07-17	4713	PRJNA354244	SAMN09237646
Salmonella enterica subsp. enterica	strain: LSP 389/97	59201	ASM334707v1	GCF_003347075.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4901979	5099344	2018-07-31	5057	PRJNA318369	SAMN04849646
Salmonella enterica subsp. enterica	strain: FORC_075	149539	ASM342936v1	GCF_003429365.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4707598	4742259	2018-08-28	4629	PRJNA400838	SAMN07580859
Salmonella enterica subsp. enterica	strain: BAA-1586	59201	ASM342942v1	GCF_003429425.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4639823	4733867	2018-08-28	4589	PRJNA407776	SAMN07663062
Salmonella enterica subsp. enterica	strain: BAA-1672	59201	ASM342944v1	GCF_003429445.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4483399	4564524	2018-08-28	4456	PRJNA407776	SAMN07663064
Salmonella enterica subsp. enterica	strain: Ty21a	90370	ASM342946v1	GCF_003429465.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4791341	4791341	2018-08-28	4706	PRJNA398278	SAMN07507058
Salmonella enterica subsp. enterica	strain: AR_0127	28150	ASM357162v1	GCF_003571625.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4916886	5163692	2018-09-16	5106	PRJNA292902	SAMN04014968
Salmonella enterica subsp. enterica	strain: CFSAN000827	1299166	ASM358124v2	GCF_003581245.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4893756	4893756	2021-05-24	4799	PRJNA186035	SAMN01938963
Salmonella enterica subsp. enterica	strain: CVM N53043	98360	ASM358978v1	GCF_003589785.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4877387	5056291	2018-09-24	5000	PRJNA448882	SAMN03988299
Salmonella enterica subsp. enterica	strain: CVM N45955	98360	ASM358980v1	GCF_003589805.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4844293	5004834	2018-09-24	4952	PRJNA448882	SAMN03894186
Salmonella enterica subsp. enterica	strain: CVM 34981	98360	ASM358982v1	GCF_003589825.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4846886	5067523	2018-09-24	5017	PRJNA448882	SAMN08868707
Salmonella enterica subsp. enterica	strain: CVM 22453	98360	ASM358984v1	GCF_003589845.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4858438	5078753	2018-09-24	5024	PRJNA448882	SAMN08868685
Salmonella enterica subsp. enterica	strain: CVM 22429	98360	ASM358986v1	GCF_003589865.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4868095	5197359	2018-09-24	5145	PRJNA448882	SAMN08868674
Salmonella enterica subsp. enterica	strain: USMARC-69835	1077085	ASM359069v1	GCF_003590695.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4732430	4822167	2018-09-24	4669	PRJNA485472	SAMN09791879
Salmonella enterica subsp. enterica	strain: USMARC-69838	98360	ASM359075v1	GCF_003590755.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4913018	5027941	2018-09-24	4976	PRJNA485469	SAMN09791864
Salmonella enterica subsp. enterica	strain: USMARC-69840	98360	ASM359564v1	GCF_003595645.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4844133	4995864	2018-09-24	4933	PRJNA485470	SAMN09791878
Salmonella enterica subsp. enterica	strain: USMARC-69807	98360	ASM359572v1	GCF_003595725.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4844213	5015342	2018-09-24	4962	PRJNA485466	SAMN09791862
Salmonella enterica subsp. enterica	strain: QJ-2D-Sal	605	ASM360622v1	GCF_003606225.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4728875	4882929	2018-10-01	4795	PRJNA397819	SAMN07522555
Salmonella enterica subsp. enterica	strain: CFSAN000191	1173457	ASM362701v2	GCF_003627015.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4727462	4727462	2019-05-06	4548	PRJNA186035	SAMN00860590
Salmonella enterica subsp. enterica	strain: 10TTU468x	2077273	ASM364126v1	GCF_003641265.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4985863	4985863	2018-10-15	4951	PRJNA494676	SAMN10176433
Salmonella enterica subsp. enterica	strain: 11TTUC-046	115981	ASM364128v1	GCF_003641285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4588222	4588222	2018-10-15	4443	PRJNA494679	SAMN10176436
Salmonella enterica subsp. enterica	strain: 11TTU1615b	192954	ASM364130v1	GCF_003641305.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4985867	4985867	2018-10-15	4954	PRJNA494678	SAMN10176435
Salmonella enterica subsp. enterica	strain: 11TTU1590	2077273	ASM364132v1	GCF_003641325.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4985874	4985874	2018-10-15	4952	PRJNA494681	SAMN10176521
Salmonella enterica subsp. enterica	strain: NCM 61	149539	ASM366376v1	GCF_003663765.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4679739	4739126	2018-10-16	4609	PRJNA492709	SAMN10103914
Salmonella enterica subsp. enterica	strain: SEO	149539	ASM369138v1	GCF_003691385.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4676321	4735694	2018-10-27	4614	PRJNA497164	SAMN10250222
Salmonella enterica subsp. enterica	strain: CFSAN076215	58712	ASM371012v1	GCF_003710125.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4689440	4793563	2018-11-03	4643	PRJNA186035	SAMN10243029
Salmonella enterica subsp. enterica	strain: CFSAN076211	28147	ASM371014v1	GCF_003710145.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4651134	4651134	2018-11-03	4499	PRJNA186035	SAMN10243031
Salmonella enterica subsp. enterica	strain: CFSAN076214	149539	ASM371016v1	GCF_003710165.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4668874	4784771	2018-11-03	4673	PRJNA186035	SAMN10243028
Salmonella enterica subsp. enterica	strain: CFSAN076210	143221	ASM371018v1	GCF_003710185.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4834056	4943973	2018-11-03	4791	PRJNA186035	SAMN10272908
Salmonella enterica subsp. enterica	strain: CFSAN076213	192954	ASM371020v1	GCF_003710205.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4709669	4709669	2018-11-03	4564	PRJNA186035	SAMN10243030
Salmonella enterica subsp. enterica	strain: 311189_221186	90370	ASM371699v1	GCF_003716995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4782756	5000268	2018-11-07	4954	PRJNA474465	SAMN09320528
Salmonella enterica subsp. enterica	strain: 311189_220186	90370	ASM371701v1	GCF_003717015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4783528	5000436	2018-11-07	4957	PRJNA474465	SAMN09320527
Salmonella enterica subsp. enterica	strain: 311189_219186	90370	ASM371703v1	GCF_003717035.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4784370	5001453	2018-11-07	4933	PRJNA474465	SAMN09320526
Salmonella enterica subsp. enterica	strain: 311189_217103	90370	ASM371705v1	GCF_003717055.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4778473	4778473	2018-11-07	4713	PRJNA474465	SAMN09320523
Salmonella enterica subsp. enterica	strain: 311189_216103	90370	ASM371707v1	GCF_003717075.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4799426	4906132	2018-11-07	4876	PRJNA474465	SAMN09320522
Salmonella enterica subsp. enterica	strain: 311189_215186	90370	ASM371709v1	GCF_003717095.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4782608	4999523	2018-11-07	4953	PRJNA474465	SAMN09320521
Salmonella enterica subsp. enterica	strain: 311189_214186	90370	ASM371711v1	GCF_003717115.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4782854	4999937	2018-11-07	4933	PRJNA474465	SAMN09320520
Salmonella enterica subsp. enterica	strain: 311189_213186	90370	ASM371713v1	GCF_003717135.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4783243	4999942	2018-11-07	4936	PRJNA474465	SAMN09320519
Salmonella enterica subsp. enterica	strain: 311189_212186	90370	ASM371721v1	GCF_003717215.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4784815	5001887	2018-11-07	4938	PRJNA474465	SAMN09320518
Salmonella enterica subsp. enterica	strain: 311189_211186	90370	ASM371728v1	GCF_003717285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4786194	4786194	2018-11-07	4726	PRJNA474465	SAMN09320517
Salmonella enterica subsp. enterica	strain: 311189_210186	90370	ASM371735v1	GCF_003717355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4785705	5004332	2018-11-07	4960	PRJNA474465	SAMN09320516
Salmonella enterica subsp. enterica	strain: 311189_208186	90370	ASM371739v1	GCF_003717395.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4783337	5000621	2018-11-07	4938	PRJNA474465	SAMN09320514
Salmonella enterica subsp. enterica	strain: 311189_208103	90370	ASM371743v1	GCF_003717435.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4783092	4783092	2018-11-07	4723	PRJNA474465	SAMN09320513
Salmonella enterica subsp. enterica	strain: 311189_207186	90370	ASM371745v1	GCF_003717455.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4784615	5001425	2018-11-07	4938	PRJNA474465	SAMN09320512
Salmonella enterica subsp. enterica	strain: 311189_206186	90370	ASM371747v1	GCF_003717475.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4786487	5002279	2018-11-07	4954	PRJNA474465	SAMN09320511
Salmonella enterica subsp. enterica	strain: 311189_205186	90370	ASM371751v1	GCF_003717515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4821321	4928027	2018-11-07	4918	PRJNA474465	SAMN09320510
Salmonella enterica subsp. enterica	strain: 311189_204186	90370	ASM371753v1	GCF_003717535.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4784767	5002162	2018-11-07	4941	PRJNA474465	SAMN09320509
Salmonella enterica subsp. enterica	strain: 311189_202186	90370	ASM371757v1	GCF_003717575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4799946	5017285	2018-11-07	4991	PRJNA474465	SAMN09320507
Salmonella enterica subsp. enterica	strain: 343077_260153	90370	ASM371761v1	GCF_003717615.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4783691	4875582	2018-11-07	4818	PRJNA474465	SAMN09320564
Salmonella enterica subsp. enterica	strain: 343077_255118	90370	ASM371763v1	GCF_003717635.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4774500	4774500	2018-11-07	4700	PRJNA474465	SAMN09320563
Salmonella enterica subsp. enterica	strain: 343077_228157	90370	ASM371765v1	GCF_003717655.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4807408	4914114	2018-11-07	4879	PRJNA474465	SAMN09320562
Salmonella enterica subsp. enterica	strain: 343077_228140	90370	ASM371767v1	GCF_003717675.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4790593	4897299	2018-11-07	4853	PRJNA474465	SAMN09320561
Salmonella enterica subsp. enterica	strain: 343077_215174	90370	ASM371769v1	GCF_003717695.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4785665	4877556	2018-11-07	4802	PRJNA474465	SAMN09320560
Salmonella enterica subsp. enterica	strain: 343077_214162	90370	ASM371771v1	GCF_003717715.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4814028	4814028	2018-11-07	4742	PRJNA474465	SAMN09320559
Salmonella enterica subsp. enterica	strain: 343077_214135	90370	ASM371773v1	GCF_003717735.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4783204	4875052	2018-11-07	4797	PRJNA474465	SAMN09320558
Salmonella enterica subsp. enterica	strain: 343077_213147	90370	ASM371775v1	GCF_003717755.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4897593	5004298	2018-11-07	5012	PRJNA474465	SAMN09320557
Salmonella enterica subsp. enterica	strain: 343077_212159	90370	ASM371777v1	GCF_003717775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4795465	4795465	2018-11-07	4737	PRJNA474465	SAMN09320556
Salmonella enterica subsp. enterica	strain: 343077_212138	90370	ASM371779v1	GCF_003717795.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4774558	4774558	2018-11-07	4703	PRJNA474465	SAMN09320555
Salmonella enterica subsp. enterica	strain: 343077_211171	90370	ASM371781v1	GCF_003717815.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4782825	4874717	2018-11-07	4797	PRJNA474465	SAMN09320554
Salmonella enterica subsp. enterica	strain: 343076_294172	90370	ASM371783v1	GCF_003717835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4809171	4915877	2018-11-07	4885	PRJNA474465	SAMN09320553
Salmonella enterica subsp. enterica	strain: 343076_269157	90370	ASM371785v1	GCF_003717855.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4791108	4791108	2018-11-07	4725	PRJNA474465	SAMN09320552
Salmonella enterica subsp. enterica	strain: 343076_253155	90370	ASM371787v1	GCF_003717875.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4791587	4898293	2018-11-07	4880	PRJNA474465	SAMN09320551
Salmonella enterica subsp. enterica	strain: 343076_252143	90370	ASM371789v1	GCF_003717895.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4808285	4914991	2018-11-07	4883	PRJNA474465	SAMN09320550
Salmonella enterica subsp. enterica	strain: 343076_249107	90370	ASM371791v1	GCF_003717915.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4783891	4875739	2018-11-07	4819	PRJNA474465	SAMN09320549
Salmonella enterica subsp. enterica	strain: 343076_248190	90370	ASM371793v1	GCF_003717935.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4773823	4773823	2018-11-07	4700	PRJNA474465	SAMN09320548
Salmonella enterica subsp. enterica	strain: 343076_241106	90370	ASM371795v1	GCF_003717955.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4775702	4775702	2018-11-07	4728	PRJNA474465	SAMN09320547
Salmonella enterica subsp. enterica	strain: 343076_232188	90370	ASM371797v1	GCF_003717975.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4800621	4907327	2018-11-07	4854	PRJNA474465	SAMN09320546
Salmonella enterica subsp. enterica	strain: 343076_227128	90370	ASM371799v1	GCF_003717995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4800199	4906905	2018-11-07	4851	PRJNA474465	SAMN09320545
Salmonella enterica subsp. enterica	strain: 343076_217103	90370	ASM371801v1	GCF_003718015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4775784	4775784	2018-11-07	4728	PRJNA474465	SAMN09320544
Salmonella enterica subsp. enterica	strain: 343076_202113	90370	ASM371803v1	GCF_003718035.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4799269	4905975	2018-11-07	4870	PRJNA474465	SAMN09320543
Salmonella enterica subsp. enterica	strain: 311189_291186	90370	ASM371805v1	GCF_003718055.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4806999	4806999	2018-11-07	4729	PRJNA474465	SAMN09320542
Salmonella enterica subsp. enterica	strain: 311189_282186	90370	ASM371807v1	GCF_003718075.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4799956	4906662	2018-11-07	4854	PRJNA474465	SAMN09320541
Salmonella enterica subsp. enterica	strain: 311189_269186	90370	ASM371809v1	GCF_003718095.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4782083	4782083	2018-11-07	4697	PRJNA474465	SAMN09320540
Salmonella enterica subsp. enterica	strain: 311189_268186	90370	ASM371811v1	GCF_003718115.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4807681	4914387	2018-11-07	4865	PRJNA474465	SAMN09320539
Salmonella enterica subsp. enterica	strain: 311189_268103	90370	ASM371813v1	GCF_003718135.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4804086	4892630	2018-11-07	4854	PRJNA474465	SAMN09320538
